complaint,incident_date,county,incident_zip,complaint_type,complaint_description,recieved_date,incident_status_desc,incident_closed_date
28332,2021-06-04,Baltimore,,Other,Neighbor is burning garbage and dumping gasoline on complainant's plants,2021-06-04,Referred to Outside Agency,
28328,2021-05-31,Baltimore,21222,Odor,Odor,2021-06-01,Incident Closed-Managed,2022-01-27
28327,2021-06-01,Baltimore,21222,Odor,Odor,2021-06-01,Incident Closed-Managed,2022-01-27
28325,2021-06-01,Carroll,21784,"Odor, Smoke",Neighbor has constructed wood-burning pool-heating device. Causing smoke and odor daily.,2021-06-01,Referred to Outside Agency,
28316,2021-05-25,Anne Arundel,,Air,105 Ridgely Road firepit creating smoke.,2021-05-28,Incident Closed-Managed,2021-06-02
28315,2021-05-25,Frederick,,Air,Officer at a site where resident is burning plastic.,2021-05-28,Incident Closed - No further action,2021-06-02
28314,2021-05-21,Anne Arundel,21113,Air,Smoke from neighbor's firepit.,2021-05-28,Incident Closed-Managed,2021-06-07
28313,2021-05-27,Baltimore,21128,Odor,Odors coming from Honeygo,2021-05-27,Referred to LMA,
28312,2021-05-27,Harford,21085,Fugitive Dust/Particulate Matter,Dust from trucks coming in and out of Allan Myers Jenkins site.,2021-05-26,Incident Closed-Managed,2021-05-28
28310,2021-05-26,Baltimore,,Fugitive Dust/Particulate Matter,Dust from a pool company operating in a neighborhood.,2021-05-26,Incident Closed-Managed,2021-05-26
28309,2021-05-24,Calvert,,Fugitive Dust/Particulate Matter,that water tower is being sandblasted which is creating dust and wants the Department to take samples.,2021-05-24,Incident Closed-Managed,2021-05-26
28308,2021-05-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-05-24,Incident Closed-Managed,2021-05-26
28307,2021-05-21,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-05-21,Incident Closed-Managed,2021-05-26
28306,2021-05-20,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-05-20,Incident Closed-Managed,2021-05-26
28305,2021-05-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-05-16,Incident Closed-Managed,2021-05-26
28304,2021-05-24,Montgomery,,"Air, Odor",Fragrance from laundry room in the condominium building is causing chemical sensitivity concerns within the residence.,2021-05-24,Incident Closed-Managed,2021-05-25
28303,2021-05-24,St. Mary's,,Smoke,Neighbor is burning trash,2021-05-24,Referred to Outside Agency,
28302,2021-05-24,Prince George's,,Other,dust coming from a cutting and grinding stone company,2021-05-24,Incident Closed-Managed,2021-05-28
28301,2021-05-21,Prince George's,20740,Fugitive Dust/Particulate Matter,Dust from granite and marble company in college park,2021-05-21,Incident Closed-Managed,2021-05-24
28299,2021-05-21,Statewide,,Other,Pollution from airplanes,2021-05-21,Referred to Outside Agency,
28298,,Garrett,21541,Illegal Dumping,Debris Dumping near Stream,2021-05-13,Referred to WMA,
18298,2021-05-18,Baltimore,,Fugitive Dust/Particulate Matter,Pool company is operating in a neighborhood and making dust.,2021-05-18,Referred to Outside Agency,
18297,2021-05-12,Washington,21740,Other,Painting Vehicle in Parking Lot,2021-05-12,Incident Closed-Managed,2022-07-18
18293,2021-05-17,Baltimore,,Odor,Pesticide spraying,2021-05-17,Incident Closed - No further action,2021-05-18
18291,2021-05-12,Anne Arundel,,Air,Complainant observed smoke in the distance.  Inquiring about the cause of the smoke.,2021-05-18,Incident Closed-No Violation Observed,2021-05-18
18290,2021-05-14,Prince George's,,Odor,Strong odor in the Cheverly area,2021-05-14,Incident Closed-Managed,2021-05-17
18289,2021-05-12,Prince George's,,Other,Dust concern from a granite and marble facility,2021-05-12,Incident Closed-Managed,2021-05-17
18288,2021-05-14,Baltimore,,Air,Pesticide Spraying,2021-05-14,Referred to WMA,
18287,2021-05-13,Anne Arundel,,Air,"Complainant states an odor from the Curtis Bay Biohazard facility is noticed in her neighborhood of Tanyard Cove.  Upon further conversation, she stated the facility is called the Curtis Bay Medical Waste Services, located on Hawkins Point RD, Baltimore.",2021-05-14,Incident Closed-No Violation Observed,2021-05-18
18283,2021-05-07,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-05-07,Incident Closed-Managed,2021-05-13
18281,2021-05-10,Montgomery,20817,Air,Concerned that helicopters traveling to nearby hospitals and military facilities are spraying material over house.,2021-05-11,Incident Closed-Managed,2021-05-13
18280,2021-05-10,Montgomery,20905,"Air, Odor",Chemical odor of concern in Silver Spring.,2021-05-10,Referred to Outside Agency,
18279,2021-05-12,Frederick,21771,Air,Dust from site excavation.,2021-05-13,Incident Closed-Managed,2021-06-14
18278,2021-05-10,Anne Arundel,,Air,Smoke from open burning.  Neighbor's backyard.,2021-05-12,Under Investigation,
18275,2021-05-10,St. Mary's,,Smoke,Neighbor is open burning,2021-05-10,Referred to Outside Agency,
18266,2021-05-04,Baltimore,,Fugitive Dust/Particulate Matter,Dust is being produced from the neighbor's pool renovation,2021-05-04,Incident Closed - No further action,2022-03-03
18264,2021-04-30,Montgomery,20910,"Air, Fugitive Dust/Particulate Matter",Neighbor's house exterior is being scraped and sanded. The paint has been tested and confirmed to have lead. Today has high winds carrying particulate from sanding. Has health concerns.,2021-04-30,Referred to Outside Agency,
18263,2021-04-30,Prince George's,,Other,Industrial smell in the around Cheverly Maryland,2021-04-30,Incident Closed-Managed,2021-04-30
18261,2021-04-29,Prince George's,,Other,company self reporting a Freon leak,2021-04-29,Incident Closed-Managed,2021-04-30
18256,2021-04-27,Anne Arundel,,Open Burning,Neighbor has fire pit and has concerns.,2021-04-27,Incident Closed-Managed,2021-04-27
18255,2021-04-22,Dorchester,21643,Open Burning,Dump trucks bringing material to the site and open burning it.,2021-04-23,Incident Closed - No further action,2021-04-27
18249,2021-04-23,Montgomery,,Air,Indoor air quality concerns in apartment.,2021-04-23,Incident Closed - No further action,2021-04-27
18248,,Allegany,,Other,Radon in Home,2021-04-19,Incident Closed - No further action,2021-04-26
18244,2021-04-22,Baltimore,,Odor,Unknown odor in home,2021-04-22,Incident Not Applicable to MDE,
18243,2021-04-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-04-16,Incident Closed-Managed,2021-04-23
18242,2021-04-15,Baltimore City,,Odor,Paint odor coming from auto shop.,2021-04-15,Incident Closed-Managed,2021-04-23
18241,2021-04-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-04-11,Incident Closed-Managed,2021-04-23
18240,2021-04-22,Frederick,21771,Air,Dust during construction of a soccer complex and field.,2021-04-23,Under Investigation,
18239,2021-04-20,,,Other,Dust complain from PG health department,2021-04-20,Incident Closed-Managed,2021-04-23
18237,2021-04-21,Harford,21040,Fugitive Dust/Particulate Matter,Dust observed when driving by the plant.,2021-04-21,Incident Closed-No Violation Observed,2021-04-22
18235,2021-04-19,Montgomery,,Odor,Neighbor is using fragrance  that is carrying over onto complainant's property.,2021-04-19,Incident Closed-Managed,2021-04-21
18233,2021-04-14,Prince George's,,Other,Dry cement and dust from ADS builders,2021-04-19,Incident Closed-Managed,2021-04-21
18231,2021-04-06,Montgomery,20817,"Odor, Smoke",Concerns over smoke and odor generated by burning batteries.,2021-04-06,Incident Closed-Managed,2021-04-20
18229,2021-04-16,Anne Arundel,,Air,Odor from mold in her bathroom.   Apartment building.,2021-04-20,Incident Not Applicable to MDE,
18228,,Washington,21740,Possible Permit Violation,Painting Cars,2021-04-08,Incident Closed-Managed,2022-06-21
18227,2021-04-13,Caroline,21629,Other,Neighbor piling variety of material with intent to burn,2021-04-13,Incident Closed-Managed,2022-03-08
18225,2021-04-13,Baltimore City,,Odor,Valley Proteins is releasing industrial air pollution.,2021-04-13,Incident Closed-Managed,2021-04-16
18223,2021-04-12,Montgomery,20910,"Air, Fumes, Odor",Condominium plans to install fans and vents below patio to remove vehicle exhaust gases from the garage.,2021-04-12,Incident Closed - No further action,2021-04-15
18218,2021-04-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-04-12,Incident Closed-Managed,2021-04-14
18217,2021-04-08,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-04-08,Incident Closed-Managed,2021-04-14
18213,2021-04-08,Caroline,,Air,"Concern of a future burn of propane tanks, oil tanks, tires and gas tanks located at 27082 Anthony Mill Road, Denton.",2021-04-12,Referred to ARA,
18209,2021-03-11,Prince George's,20737,Other,Smoke and odor from Chamber Funeral Home,2021-04-02,Incident Closed-Managed,2021-04-12
18207,2021-04-07,Baltimore,,Fugitive Dust/Particulate Matter,Dust coming from a concrete plant,2021-04-07,Incident Closed-Managed,2021-04-08
18206,2021-04-06,Carroll,21157,"Air, Other",The complainant called to inform the Department that a body shop was using illegal paint. The complainant had work done at Premiere Custom Z and was given a can of paint for their car which was purchased in Pennsylvania.,2021-04-07,Incident Closed - No further action,2021-04-07
18205,2021-03-22,Anne Arundel,,Air,Apartment indoor air.,2021-04-07,Incident Not Applicable to MDE,
18204,2021-03-22,Anne Arundel,,Air,Apartment.  Mold in her bathroom.,2021-04-07,Incident Not Applicable to MDE,
18203,2021-03-22,Anne Arundel,,Air,smoke from open burning at neighbor's yard.,2021-04-07,Incident Closed-No Violation Observed,2021-04-07
18201,2021-03-22,Anne Arundel,,Air,Smoke from open burning at neighbor's yard.,2021-04-07,Incident Closed-No Violation Observed,2021-04-07
18200,2021-04-06,Baltimore,,Odor,Odor on Bucks School House Rd,2021-04-06,Incident Closed-Managed,2021-04-06
18199,2021-04-06,St. Mary's,,Odor,Odors emanating from apartment next door,2021-04-06,Incident Not Applicable to MDE,
18198,2021-03-18,Baltimore City,,Fugitive Dust/Particulate Matter,Insufficient filtration system allowing toxic powder coating particulates to enter the atmosphere.,2021-03-18,Incident Closed-Managed,2022-01-27
18196,,Washington,21711,Open Burning,Open Burning of Garbage,2021-03-31,Referred to Outside Agency,
18195,2021-03-30,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-30,Incident Closed-Managed,2021-03-31
18194,2021-03-26,Baltimore City,,Fugitive Dust/Particulate Matter,The Marc Train workers are on the tacks by his home creating dust.,2021-03-26,Incident Closed-Managed,2021-03-31
18193,2021-03-25,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-25,Incident Closed-Managed,2021-03-31
18192,2021-03-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-24,Incident Closed-Managed,2021-03-31
18191,2021-03-23,Baltimore City,,Fugitive Dust/Particulate Matter,The laundry building behind her home is releasing lint into the air,2021-03-23,Incident Closed-Managed,2021-03-31
18190,2021-03-23,Baltimore City,,Fugitive Dust/Particulate Matter,That a renovation is scrapping paint off a home.,2021-03-23,Incident Closed-Managed,2021-03-31
18189,2021-03-23,Baltimore City,,Fugitive Dust/Particulate Matter,That a renovation is scrapping paint off a home.,2021-03-23,Incident Closed-Managed,2021-03-31
18188,2021-03-19,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-19,Incident Closed-Managed,2021-03-31
18186,2021-03-30,Howard,,Other,Dust issue from the harbor tunnel construction,2021-03-30,Incident Closed-Managed,2021-04-05
18175,2021-03-23,Not Yet Determined,,Air,Indoor Air,2021-03-23,Incident Not Applicable to MDE,
18174,2021-03-24,Worcester,21863,Open Burning,Tearing down and burning chicken house.,2021-03-24,Incident Closed-Managed,2022-03-08
18173,2021-03-23,Baltimore,21105,Fugitive Dust/Particulate Matter,Fugitive dust coming from concrete plant,2021-03-23,Incident Closed-No Violation Observed,2021-03-31
18172,2021-03-22,Baltimore,,Other,Indoor air,2021-03-22,Incident Not Applicable to MDE,
18169,2021-03-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-17,Incident Closed-Managed,2021-03-19
18168,2021-03-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-16,Incident Closed-Managed,2021-03-19
18167,2021-03-12,Baltimore City,21224,Fugitive Dust/Particulate Matter,She works for a used auto sales and the business next door is causing dust.,2021-03-12,Incident Closed-Managed,2021-03-19
18164,2021-03-17,Prince George's,,Other,strong gas smell,2021-03-17,Incident Closed-Managed,2021-03-19
8161,2021-03-16,Charles,,Air,Complainant's neighborhood air quality concerns.  She states she has breast cancer.,2021-03-18,Incident Closed-No Violation Observed,2021-03-18
8160,2021-03-11,Anne Arundel,,Air,"Complainant smells smoke, possibly from a homeowner's backyard firepit.",2021-03-18,Incident Closed-No Violation Observed,2021-03-18
8157,2021-03-11,Prince George's,20710,Other,autoshop spray painting car without a paint booth,2021-03-11,Incident Closed-Managed,2021-03-31
8156,,Allegany,21502,Odor,Rubber Odors from Burning,2021-03-15,Incident Closed-No Violation Observed,2022-03-10
8154,,Allegany,21532,Open Burning,Open Burning,2021-03-12,Incident Closed - No further action,2022-06-21
8154,,Allegany,21532,Open Burning,Open Burning,2021-03-12,Incident Closed - No further action,2022-06-21
8150,,Washington,21740,Air Pollutant Release,Atmospheric Freon Release,2021-03-11,Referred to Outside Agency,
8149,2021-03-10,Allegany,21530,Fugitive Dust/Particulate Matter,Smoke from Solar Farm Construction Project,2021-03-10,Incident Closed - No further action,2022-06-21
8148,2021-03-11,Harford,21040,Fugitive Dust/Particulate Matter,Dust from concrete plant,2021-03-09,Incident Closed-No Violation Observed,2021-03-16
8147,2021-03-09,Baltimore,,Fugitive Dust/Particulate Matter,Neighbor is drilling in basement and creating dust in complainant's basement.,2021-03-09,Incident Closed - No further action,2021-03-15
8146,2021-03-09,Baltimore,,Fumes,Fumes from Burning,2021-03-09,Incident Closed - No further action,2021-03-15
8145,2021-03-12,Baltimore,,Fumes,Fumes from burning leaves,2021-03-11,Incident Closed - No further action,2021-03-15
8144,2021-03-11,Baltimore City,,Fugitive Dust/Particulate Matter,She called regarding pollution from a construction site.,2021-03-11,Incident Closed-Managed,2021-03-12
8143,2021-03-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-11,Incident Closed-Managed,2021-03-16
8142,2021-03-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2021-03-10,Incident Closed-Managed,2021-03-12
8141,2021-03-04,Baltimore City,,Fugitive Dust/Particulate Matter,"Contractor doing work across the street.  Complainant is seeing red dust on cars in the neighborhood.  Worried about lead paint, as house is cover 100 years old.",2021-03-04,Incident Closed-Managed,2021-03-12
8140,2021-03-02,Carroll,21158,Open Burning,Open burning of trash,2021-03-03,Referred to Outside Agency,
8139,2021-03-04,Calvert,20754,ARA AQCP non-regulated entity,Concerned site is operating an illegal wood grinder.,2021-03-04,Incident Closed-Managed,2021-03-12
8138,2021-03-02,Baltimore City,21226,ARA AQCP non-regulated entity,Concerned site operating illegal crusher.,2021-03-02,Incident Closed-Managed,2021-03-12
